ProductTitle,ProductId,SkuId,SkuTitle,Publisher,SkuDescription,UnitOfMeasure,TermDuration,BillingPlan,Market,Currency,UnitPrice,PricingTierRangeMin,PricingTierRangeMax,EffectiveStartDate,EffectiveEndDate,Tags,ERP Price,Segment
Power BI Premium Per User Add-On,CFQ7TTC0HL8T,1,Power BI Premium Per User Add-On,Microsoft Corporation,Per user add-on license for Power BI Pro that unlocks advanced Premium capabilities,,P1M,Monthly,US,USD,9.6,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,12,Commercial
Power BI Premium Per User Add-On,CFQ7TTC0HL8T,1,Power BI Premium Per User Add-On,Microsoft Corporation,Per user add-on license for Power BI Pro that unlocks advanced Premium capabilities,,P1Y,Annual,US,USD,96,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,120,Commercial
Power BI Premium Per User Add-On,CFQ7TTC0HL8T,1,Power BI Premium Per User Add-On,Microsoft Corporation,Per user add-on license for Power BI Pro that unlocks advanced Premium capabilities,,P1Y,Monthly,US,USD,96,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,120,Commercial
Power BI Premium P-series,CFQ7TTC0LHQ2,1,Power BI Premium P5,Microsoft Corporation,"Power BI capacity for your organization's needs, unlocking unlimited content distribution and all premium features. P5 can utilize up to 128 virtual cores. You will need to separately purchase Power BI per user license for users who publish content or use collaboration features. Eligible for autoscale add-on via Azure subscription.",,P1M,Monthly,US,USD,76795.2,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,95994,Commercial
Power BI Premium P-series,CFQ7TTC0LHQ2,1,Power BI Premium P5,Microsoft Corporation,"Power BI capacity for your organization's needs, unlocking unlimited content distribution and all premium features. P5 can utilize up to 128 virtual cores. You will need to separately purchase Power BI per user license for users who publish content or use collaboration features. Eligible for autoscale add-on via Azure subscription.",,P1Y,Annual,US,USD,767952,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,959940,Commercial
Power BI Premium P-series,CFQ7TTC0LHQ2,1,Power BI Premium P5,Microsoft Corporation,"Power BI capacity for your organization's needs, unlocking unlimited content distribution and all premium features. P5 can utilize up to 128 virtual cores. You will need to separately purchase Power BI per user license for users who publish content or use collaboration features. Eligible for autoscale add-on via Azure subscription.",,P1Y,Monthly,US,USD,767952,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,959940,Commercial
Power BI Premium P-series,CFQ7TTC0LHQ2,2,Power BI Premium P2,Microsoft Corporation,"Power BI capacity for your organization's needs, unlocking unlimited content distribution and all premium features. P2 can utilize up to 16 virtual cores. You will need to separately purchase Power BI per user license for users who publish content or use collaboration features. Eligible for autoscale add-on via Azure subscription.",,P1M,Monthly,US,USD,9595.2,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,11994,Commercial
Power BI Premium P-series,CFQ7TTC0LHQ2,2,Power BI Premium P2,Microsoft Corporation,"Power BI capacity for your organization's needs, unlocking unlimited content distribution and all premium features. P2 can utilize up to 16 virtual cores. You will need to separately purchase Power BI per user license for users who publish content or use collaboration features. Eligible for autoscale add-on via Azure subscription.",,P1Y,Annual,US,USD,95952,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,119940,Commercial
Power BI Premium P-series,CFQ7TTC0LHQ2,2,Power BI Premium P2,Microsoft Corporation,"Power BI capacity for your organization's needs, unlocking unlimited content distribution and all premium features. P2 can utilize up to 16 virtual cores. You will need to separately purchase Power BI per user license for users who publish content or use collaboration features. Eligible for autoscale add-on via Azure subscription.",,P1Y,Monthly,US,USD,95952,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,119940,Commercial
Power BI Premium P-series,CFQ7TTC0LHQ2,3,Power BI Premium P1,Microsoft Corporation,"Power BI capacity for your organization's needs, unlocking unlimited content distribution and all premium features. P1 can utilize up to 8 virtual cores. You will need to separately purchase Power BI per user license for users who publish content or use collaboration features. Eligible for autoscale add-on via Azure subscription.",,P1M,Monthly,US,USD,4795.2,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,5994,Commercial
Power BI Premium P-series,CFQ7TTC0LHQ2,3,Power BI Premium P1,Microsoft Corporation,"Power BI capacity for your organization's needs, unlocking unlimited content distribution and all premium features. P1 can utilize up to 8 virtual cores. You will need to separately purchase Power BI per user license for users who publish content or use collaboration features. Eligible for autoscale add-on via Azure subscription.",,P1Y,Annual,US,USD,47952,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,59940,Commercial
Power BI Premium P-series,CFQ7TTC0LHQ2,3,Power BI Premium P1,Microsoft Corporation,"Power BI capacity for your organization's needs, unlocking unlimited content distribution and all premium features. P1 can utilize up to 8 virtual cores. You will need to separately purchase Power BI per user license for users who publish content or use collaboration features. Eligible for autoscale add-on via Azure subscription.",,P1Y,Monthly,US,USD,47952,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,59940,Commercial
Power BI Premium P-series,CFQ7TTC0LHQ2,4,Power BI Premium P3,Microsoft Corporation,"Power BI capacity for your organization's needs, unlocking unlimited content distribution and all premium features. P3 can utilize up to 32 virtual cores. You will need to separately purchase Power BI per user license for users who publish content or use collaboration features. Eligible for autoscale add-on via Azure subscription.",,P1M,Monthly,US,USD,19195.2,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,23994,Commercial
Power BI Premium P-series,CFQ7TTC0LHQ2,4,Power BI Premium P3,Microsoft Corporation,"Power BI capacity for your organization's needs, unlocking unlimited content distribution and all premium features. P3 can utilize up to 32 virtual cores. You will need to separately purchase Power BI per user license for users who publish content or use collaboration features. Eligible for autoscale add-on via Azure subscription.",,P1Y,Annual,US,USD,191952,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,239940,Commercial
Power BI Premium P-series,CFQ7TTC0LHQ2,4,Power BI Premium P3,Microsoft Corporation,"Power BI capacity for your organization's needs, unlocking unlimited content distribution and all premium features. P3 can utilize up to 32 virtual cores. You will need to separately purchase Power BI per user license for users who publish content or use collaboration features. Eligible for autoscale add-on via Azure subscription.",,P1Y,Monthly,US,USD,191952,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,239940,Commercial
Power BI Premium P-series,CFQ7TTC0LHQ2,5,Power BI Premium P4,Microsoft Corporation,"Power BI capacity for your organization's needs, unlocking unlimited content distribution and all premium features. P4 can utilize up to 64 virtual cores. You will need to separately purchase Power BI per user license for users who publish content or use collaboration features. Eligible for autoscale add-on via Azure subscription.",,P1M,Monthly,US,USD,38395.2,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,47994,Commercial
Power BI Premium P-series,CFQ7TTC0LHQ2,5,Power BI Premium P4,Microsoft Corporation,"Power BI capacity for your organization's needs, unlocking unlimited content distribution and all premium features. P4 can utilize up to 64 virtual cores. You will need to separately purchase Power BI per user license for users who publish content or use collaboration features. Eligible for autoscale add-on via Azure subscription.",,P1Y,Annual,US,USD,383952,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,479940,Commercial
Power BI Premium P-series,CFQ7TTC0LHQ2,5,Power BI Premium P4,Microsoft Corporation,"Power BI capacity for your organization's needs, unlocking unlimited content distribution and all premium features. P4 can utilize up to 64 virtual cores. You will need to separately purchase Power BI per user license for users who publish content or use collaboration features. Eligible for autoscale add-on via Azure subscription.",,P1Y,Monthly,US,USD,383952,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,479940,Commercial
Power BI Pro,CFQ7TTC0LHSF,1,Power BI Pro,Microsoft Corporation,"A cloud-based business analytics service that enables anyone to visualize and analyze data with greater speed, efficiency, and understanding. Power BI Pro provides extended data source support, data capacity, team collaboration and admin capabilities.",,P1M,Monthly,US,USD,9.6,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,12,Commercial
Power BI Pro,CFQ7TTC0LHSF,1,Power BI Pro,Microsoft Corporation,"A cloud-based business analytics service that enables anyone to visualize and analyze data with greater speed, efficiency, and understanding. Power BI Pro provides extended data source support, data capacity, team collaboration and admin capabilities.",,P1Y,Annual,US,USD,96,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,120,Commercial
Power BI Pro,CFQ7TTC0LHSF,1,Power BI Pro,Microsoft Corporation,"A cloud-based business analytics service that enables anyone to visualize and analyze data with greater speed, efficiency, and understanding. Power BI Pro provides extended data source support, data capacity, team collaboration and admin capabilities.",,P1Y,Monthly,US,USD,96,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,120,Commercial
Power Pages anonymous users,CFQ7TTC0RJ8R,1,Power Pages anonymous users T2 min 20 units - 500 users/per site/month capacity pack,Microsoft Corporation,Power Pages anonymous users monthly capacity pack,,P1M,Monthly,US,USD,36,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,45,Commercial
Power Pages anonymous users,CFQ7TTC0RJ8R,1,Power Pages anonymous users T2 min 20 units - 500 users/per site/month capacity pack,Microsoft Corporation,Power Pages anonymous users monthly capacity pack,,P1Y,Annual,US,USD,360,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,450,Commercial
Power Pages anonymous users,CFQ7TTC0RJ8R,1,Power Pages anonymous users T2 min 20 units - 500 users/per site/month capacity pack,Microsoft Corporation,Power Pages anonymous users monthly capacity pack,,P1Y,Monthly,US,USD,360,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,450,Commercial
Power Pages anonymous users,CFQ7TTC0RJ8R,2,Power Pages anonymous users T1 500 users/per site/month capacity pack,Microsoft Corporation,Power Pages anonymous users monthly capacity pack,,P1M,Monthly,US,USD,72,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,90,Commercial
Power Pages anonymous users,CFQ7TTC0RJ8R,2,Power Pages anonymous users T1 500 users/per site/month capacity pack,Microsoft Corporation,Power Pages anonymous users monthly capacity pack,,P1Y,Annual,US,USD,720,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,900,Commercial
Power Pages anonymous users,CFQ7TTC0RJ8R,2,Power Pages anonymous users T1 500 users/per site/month capacity pack,Microsoft Corporation,Power Pages anonymous users monthly capacity pack,,P1Y,Monthly,US,USD,720,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,900,Commercial
Power Pages anonymous users,CFQ7TTC0RJ8R,3,Power Pages anonymous users T3 min 200 units - 500 users/per site/month capacity pack,Microsoft Corporation,Power Pages anonymous users monthly capacity pack,,P1M,Monthly,US,USD,24,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,30,Commercial
Power Pages anonymous users,CFQ7TTC0RJ8R,3,Power Pages anonymous users T3 min 200 units - 500 users/per site/month capacity pack,Microsoft Corporation,Power Pages anonymous users monthly capacity pack,,P1Y,Annual,US,USD,240,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,300,Commercial
Power Pages anonymous users,CFQ7TTC0RJ8R,3,Power Pages anonymous users T3 min 200 units - 500 users/per site/month capacity pack,Microsoft Corporation,Power Pages anonymous users monthly capacity pack,,P1Y,Monthly,US,USD,240,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,300,Commercial
Power Pages authenticated users,CFQ7TTC0RJ8N,1,Power Pages authenticated users T2 min 100 units - 100 users/per site/month capacity pack,Microsoft Corporation,Power Pages authenticated users monthly capacity pack,,P1M,Monthly,US,USD,72,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,90,Commercial
Power Pages authenticated users,CFQ7TTC0RJ8N,1,Power Pages authenticated users T2 min 100 units - 100 users/per site/month capacity pack,Microsoft Corporation,Power Pages authenticated users monthly capacity pack,,P1Y,Annual,US,USD,720,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,900,Commercial
Power Pages authenticated users,CFQ7TTC0RJ8N,1,Power Pages authenticated users T2 min 100 units - 100 users/per site/month capacity pack,Microsoft Corporation,Power Pages authenticated users monthly capacity pack,,P1Y,Monthly,US,USD,720,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,900,Commercial
Power Pages authenticated users,CFQ7TTC0RJ8N,2,"Power Pages authenticated users T3 min 1,000 units - 100 users/per site/month capacity pack",Microsoft Corporation,Power Pages authenticated users monthly capacity pack,,P1M,Monthly,US,USD,48,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,60,Commercial
Power Pages authenticated users,CFQ7TTC0RJ8N,2,"Power Pages authenticated users T3 min 1,000 units - 100 users/per site/month capacity pack",Microsoft Corporation,Power Pages authenticated users monthly capacity pack,,P1Y,Annual,US,USD,480,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,600,Commercial
Power Pages authenticated users,CFQ7TTC0RJ8N,2,"Power Pages authenticated users T3 min 1,000 units - 100 users/per site/month capacity pack",Microsoft Corporation,Power Pages authenticated users monthly capacity pack,,P1Y,Monthly,US,USD,480,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,600,Commercial
Power Pages authenticated users,CFQ7TTC0RJ8N,3,Power Pages authenticated users T1 100 users/per site/month capacity pack,Microsoft Corporation,Power Pages authenticated users monthly capacity pack,,P1M,Monthly,US,USD,192,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,240,Commercial
Power Pages authenticated users,CFQ7TTC0RJ8N,3,Power Pages authenticated users T1 100 users/per site/month capacity pack,Microsoft Corporation,Power Pages authenticated users monthly capacity pack,,P1Y,Annual,US,USD,1920,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,2400,Commercial
Power Pages authenticated users,CFQ7TTC0RJ8N,3,Power Pages authenticated users T1 100 users/per site/month capacity pack,Microsoft Corporation,Power Pages authenticated users monthly capacity pack,,P1Y,Monthly,US,USD,1920,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,2400,Commercial
Privacy Management,CFQ7TTC0HVZW,000D,Priva Privacy Risk Management,Microsoft Corporation,"Priva Privacy Risk Management helps companies build a privacy-resilient workplace by proactively identifying and protecting against privacy risks such as data hoarding, data transfers, and data oversharing, empowering information workers to make smart data handling decisions",,P1Y,Monthly,US,USD,48,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,60,Commercial
Privacy Management,CFQ7TTC0HVZW,000D,Priva Privacy Risk Management,Microsoft Corporation,"Priva Privacy Risk Management helps companies build a privacy-resilient workplace by proactively identifying and protecting against privacy risks such as data hoarding, data transfers, and data oversharing, empowering information workers to make smart data handling decisions",,P1M,Monthly,US,USD,4.8,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,6,Commercial
Privacy Management,CFQ7TTC0HVZW,000D,Priva Privacy Risk Management,Microsoft Corporation,"Priva Privacy Risk Management helps companies build a privacy-resilient workplace by proactively identifying and protecting against privacy risks such as data hoarding, data transfers, and data oversharing, empowering information workers to make smart data handling decisions",,P1Y,Annual,US,USD,48,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,60,Commercial
Privacy Management,CFQ7TTC0HVZW,000H,Priva Subject Rights Requests (100),Microsoft Corporation,The purchase of the SKU allows you to create 100 requests. Each license can be used anytime within one year from the date of purchase. You can pay the total amount upfront with the “Pay yearly” option or split it in 12 equal payments with the “Pay monthly” option. Learn more: https://aka.ms/privacymgmt/SKU-FAQ,,P1M,Monthly,US,USD,1600.03,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,2000.04,Commercial
Privacy Management,CFQ7TTC0HVZW,000H,Priva Subject Rights Requests (100),Microsoft Corporation,The purchase of the SKU allows you to create 100 requests. Each license can be used anytime within one year from the date of purchase. You can pay the total amount upfront with the “Pay yearly” option or split it in 12 equal payments with the “Pay monthly” option. Learn more: https://aka.ms/privacymgmt/SKU-FAQ,,P1Y,Annual,US,USD,16000.32,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,20000.4,Commercial
Privacy Management,CFQ7TTC0HVZW,000H,Priva Subject Rights Requests (100),Microsoft Corporation,The purchase of the SKU allows you to create 100 requests. Each license can be used anytime within one year from the date of purchase. You can pay the total amount upfront with the “Pay yearly” option or split it in 12 equal payments with the “Pay monthly” option. Learn more: https://aka.ms/privacymgmt/SKU-FAQ,,P1Y,Monthly,US,USD,16000.32,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,20000.4,Commercial
Privacy Management,CFQ7TTC0HVZW,000J,Priva Subject Rights Requests (10),Microsoft Corporation,The purchase of the SKU allows you to create 10 requests. Each license can be used anytime within one year from the date of purchase. You can pay the total amount upfront with the “Pay yearly” option or split it in 12 equal payments with the “Pay monthly” option. Learn more: https://aka.ms/privacymgmt/SKU-FAQ,,P1M,Monthly,US,USD,160.03,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,200.04,Commercial
Privacy Management,CFQ7TTC0HVZW,000J,Priva Subject Rights Requests (10),Microsoft Corporation,The purchase of the SKU allows you to create 10 requests. Each license can be used anytime within one year from the date of purchase. You can pay the total amount upfront with the “Pay yearly” option or split it in 12 equal payments with the “Pay monthly” option. Learn more: https://aka.ms/privacymgmt/SKU-FAQ,,P1Y,Annual,US,USD,1600.32,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,2000.4,Commercial
Privacy Management,CFQ7TTC0HVZW,000J,Priva Subject Rights Requests (10),Microsoft Corporation,The purchase of the SKU allows you to create 10 requests. Each license can be used anytime within one year from the date of purchase. You can pay the total amount upfront with the “Pay yearly” option or split it in 12 equal payments with the “Pay monthly” option. Learn more: https://aka.ms/privacymgmt/SKU-FAQ,,P1Y,Monthly,US,USD,1600.32,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,2000.4,Commercial
Privacy Management,CFQ7TTC0HVZW,000K,Priva Subject Rights Requests (1),Microsoft Corporation,The purchase of the SKU allows you to create 1 request. Each license can be used anytime within one year from the date of purchase. You can pay the total amount upfront with the “Pay yearly” option or split it in 12 equal payments with the “Pay monthly” option. Learn more: https://aka.ms/privacymgmt/SKU-FAQ,,P1M,Monthly,US,USD,16.03,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,20.04,Commercial
Privacy Management,CFQ7TTC0HVZW,000K,Priva Subject Rights Requests (1),Microsoft Corporation,The purchase of the SKU allows you to create 1 request. Each license can be used anytime within one year from the date of purchase. You can pay the total amount upfront with the “Pay yearly” option or split it in 12 equal payments with the “Pay monthly” option. Learn more: https://aka.ms/privacymgmt/SKU-FAQ,,P1Y,Annual,US,USD,160.32,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,200.4,Commercial
Privacy Management,CFQ7TTC0HVZW,000K,Priva Subject Rights Requests (1),Microsoft Corporation,The purchase of the SKU allows you to create 1 request. Each license can be used anytime within one year from the date of purchase. You can pay the total amount upfront with the “Pay yearly” option or split it in 12 equal payments with the “Pay monthly” option. Learn more: https://aka.ms/privacymgmt/SKU-FAQ,,P1Y,Monthly,US,USD,160.32,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,200.4,Commercial
Pro Direct Support for Dynamics 365 Operations,CFQ7TTC0LHVD,1,Pro Direct Support for Dynamics 365 Operations,Microsoft Corporation,"Professional Direct paid support offering for Microsoft Dynamics 365 which includes 24x7 support, escalation assistance, training and fast response times. 20-seat minimum purchase required.",,P1M,Monthly,US,USD,10.8,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,10.8,Commercial
Pro Direct Support for Dynamics 365 Operations,CFQ7TTC0LHVD,1,Pro Direct Support for Dynamics 365 Operations,Microsoft Corporation,"Professional Direct paid support offering for Microsoft Dynamics 365 which includes 24x7 support, escalation assistance, training and fast response times. 20-seat minimum purchase required.",,P1Y,Annual,US,USD,108,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,108,Commercial
Pro Direct Support for Dynamics 365 Operations,CFQ7TTC0LHVD,1,Pro Direct Support for Dynamics 365 Operations,Microsoft Corporation,"Professional Direct paid support offering for Microsoft Dynamics 365 which includes 24x7 support, escalation assistance, training and fast response times. 20-seat minimum purchase required.",,P1Y,Monthly,US,USD,108,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,108,Commercial
Project Online Essentials,CFQ7TTC0LHP3,1,Project Online Essentials,Microsoft Corporation,"Collaborate on projects online, view and manage tasks, submit timesheets, and flag issues or risks. Requires Project Online or Project Server for your organization.",,P1M,Monthly,US,USD,6.72,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,8.4,Commercial
Project Online Essentials,CFQ7TTC0LHP3,1,Project Online Essentials,Microsoft Corporation,"Collaborate on projects online, view and manage tasks, submit timesheets, and flag issues or risks. Requires Project Online or Project Server for your organization.",,P1Y,Annual,US,USD,67.2,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,84,Commercial
Project Online Essentials,CFQ7TTC0LHP3,1,Project Online Essentials,Microsoft Corporation,"Collaborate on projects online, view and manage tasks, submit timesheets, and flag issues or risks. Requires Project Online or Project Server for your organization.",,P1Y,Monthly,US,USD,67.2,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,84,Commercial
Project Plan 1,CFQ7TTC0HDB1,4,Project Plan 1,Microsoft Corporation,"An online project management solution to help keep your projects, resources, and teams organized and on track. Plan projects, track status, and collaborate with others from virtually anywhere.",,P1M,None,US,USD,0,,,1753-01-02T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License;Trial,0,Commercial
Project Plan 1,CFQ7TTC0HDB1,2,Project Plan 1,Microsoft Corporation,"An online project management solution to help keep your projects, resources, and teams organized and on track. Plan projects, track status, and collaborate with others from virtually anywhere.",,P1M,Monthly,US,USD,9.6,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,12,Commercial
Project Plan 1,CFQ7TTC0HDB1,2,Project Plan 1,Microsoft Corporation,"An online project management solution to help keep your projects, resources, and teams organized and on track. Plan projects, track status, and collaborate with others from virtually anywhere.",,P1Y,Annual,US,USD,96,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,120,Commercial
Project Plan 1,CFQ7TTC0HDB1,2,Project Plan 1,Microsoft Corporation,"An online project management solution to help keep your projects, resources, and teams organized and on track. Plan projects, track status, and collaborate with others from virtually anywhere.",,P1Y,Monthly,US,USD,96,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,120,Commercial
Project Plan 3,CFQ7TTC0HDB0,4,Project Plan 3,Microsoft Corporation,"A complete online project management solution to help keep your projects, resources, and teams organized and on track. Plan projects, track status, and collaborate with others from virtually anywhere.",,P1M,None,US,USD,0,,,1753-01-02T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License;Trial,0,Commercial
Project Plan 3,CFQ7TTC0HDB0,2,Project Plan 3,Microsoft Corporation,"A complete online project management solution to help keep your projects, resources, and teams organized and on track. Plan projects, track status, and collaborate with others from virtually anywhere.",,P1M,Monthly,US,USD,28.8,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,36,Commercial
Project Plan 3,CFQ7TTC0HDB0,2,Project Plan 3,Microsoft Corporation,"A complete online project management solution to help keep your projects, resources, and teams organized and on track. Plan projects, track status, and collaborate with others from virtually anywhere.",,P1Y,Annual,US,USD,288,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,360,Commercial
Project Plan 3,CFQ7TTC0HDB0,2,Project Plan 3,Microsoft Corporation,"A complete online project management solution to help keep your projects, resources, and teams organized and on track. Plan projects, track status, and collaborate with others from virtually anywhere.",,P1Y,Monthly,US,USD,288,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,360,Commercial
Project Plan 5,CFQ7TTC0HD9Z,2,Project Plan 5,Microsoft Corporation,A flexible solution for project portfolio management and everyday work. Includes the Project client for people who need full project management capabilities on their Windows desktops. Also supports project management online from virtually anywhere.,,P1M,Monthly,US,USD,52.8,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,66,Commercial
Project Plan 5,CFQ7TTC0HD9Z,2,Project Plan 5,Microsoft Corporation,A flexible solution for project portfolio management and everyday work. Includes the Project client for people who need full project management capabilities on their Windows desktops. Also supports project management online from virtually anywhere.,,P1Y,Annual,US,USD,528,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,660,Commercial
Project Plan 5,CFQ7TTC0HD9Z,2,Project Plan 5,Microsoft Corporation,A flexible solution for project portfolio management and everyday work. Includes the Project client for people who need full project management capabilities on their Windows desktops. Also supports project management online from virtually anywhere.,,P1Y,Monthly,US,USD,528,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,660,Commercial
SharePoint (Plan 1),CFQ7TTC0LH0N,1,SharePoint (Plan 1),Microsoft Corporation,"Collaboration plan that enables users to share, manage and search for information and resources.",,P1M,Monthly,US,USD,4.8,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,6,Commercial
SharePoint (Plan 1),CFQ7TTC0LH0N,1,SharePoint (Plan 1),Microsoft Corporation,"Collaboration plan that enables users to share, manage and search for information and resources.",,P1Y,Annual,US,USD,48,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,60,Commercial
SharePoint (Plan 1),CFQ7TTC0LH0N,1,SharePoint (Plan 1),Microsoft Corporation,"Collaboration plan that enables users to share, manage and search for information and resources.",,P1Y,Monthly,US,USD,48,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,60,Commercial
SharePoint (Plan 2),CFQ7TTC0LH14,1,SharePoint (Plan 2),Microsoft Corporation,"Best collaboration plan with advanced capabilities for rich forms, enhanced data visualization, publishing of Access databases, and hosted Visio diagrams.",,P1M,Monthly,US,USD,9.6,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,12,Commercial
SharePoint (Plan 2),CFQ7TTC0LH14,1,SharePoint (Plan 2),Microsoft Corporation,"Best collaboration plan with advanced capabilities for rich forms, enhanced data visualization, publishing of Access databases, and hosted Visio diagrams.",,P1Y,Annual,US,USD,96,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,120,Commercial
SharePoint (Plan 2),CFQ7TTC0LH14,1,SharePoint (Plan 2),Microsoft Corporation,"Best collaboration plan with advanced capabilities for rich forms, enhanced data visualization, publishing of Access databases, and hosted Visio diagrams.",,P1Y,Monthly,US,USD,96,,,2023-09-01T00:00:00.0000000Z,2024-02-01T00:00:00.0000000Z,License,120,Commercial
SharePoint advanced management,CFQ7TTC0R551,2,SharePoint advanced management plan 1,Microsoft Corporation,Premium SharePoint and OneDrive management capabilities helping organizations better manage SharePoint + Teams sites,,P1M,None,US,USD,0,,,2023-03-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License;Trial,0,Commercial
